row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-L-14b45126-3246-4c66-bfa7-92f63bf75887,,https://lda.gov/filings/public/filing/14b45126-3246-4c66-bfa7-92f63bf75887/print/,2026-09-14,"{""filing_uuid"":""14b45126-3246-4c66-bfa7-92f63bf75887"",""filing_type"":""Q3Y"",""filing_year"":2025,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-14b45126-3246-4c66-bfa7-92f63bf75887,,Google,,OPEN
O-L-17bdc540-6d7c-4e51-8b6a-b70d2f42ad02,,https://lda.gov/filings/public/filing/17bdc540-6d7c-4e51-8b6a-b70d2f42ad02/print/,2026-09-14,"{""filing_uuid"":""17bdc540-6d7c-4e51-8b6a-b70d2f42ad02"",""filing_type"":""Q1Y"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-17bdc540-6d7c-4e51-8b6a-b70d2f42ad02,,Amazon,,OPEN
O-L-1a516b65-3c0f-4872-a05f-672a5c3dd8c6,,https://lda.gov/filings/public/filing/1a516b65-3c0f-4872-a05f-672a5c3dd8c6/print/,2026-09-14,"{""filing_uuid"":""1a516b65-3c0f-4872-a05f-672a5c3dd8c6"",""filing_type"":""Q2Y"",""filing_year"":2025,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-1a516b65-3c0f-4872-a05f-672a5c3dd8c6,,Microsoft,,OPEN
O-L-1b75ffed-06ba-4f8e-948c-19c12c74e646,,https://lda.gov/filings/public/filing/1b75ffed-06ba-4f8e-948c-19c12c74e646/print/,2026-09-14,"{""filing_uuid"":""1b75ffed-06ba-4f8e-948c-19c12c74e646"",""filing_type"":""Q2Y"",""filing_year"":2021,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-1b75ffed-06ba-4f8e-948c-19c12c74e646,,Microsoft,,OPEN
O-L-1c988cbd-26a5-4ea3-a4d7-e8b4790ba43b,,https://lda.gov/filings/public/filing/1c988cbd-26a5-4ea3-a4d7-e8b4790ba43b/print/,2026-09-14,"{""filing_uuid"":""1c988cbd-26a5-4ea3-a4d7-e8b4790ba43b"",""filing_type"":""Q3Y"",""filing_year"":2023,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-1c988cbd-26a5-4ea3-a4d7-e8b4790ba43b,,Microsoft,,OPEN
O-L-25be92bd-aa37-4964-8a8b-f079b2b566aa,,https://lda.gov/filings/public/filing/25be92bd-aa37-4964-8a8b-f079b2b566aa/print/,2026-09-14,"{""filing_uuid"":""25be92bd-aa37-4964-8a8b-f079b2b566aa"",""filing_type"":""3T"",""filing_year"":2020,""filing_period"":""third_quarter"",""income"":null,""expenses"":""10000.00""}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown. Expense reported by a different registrant than the client; excluded from standard totals and flagged for review.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-25be92bd-aa37-4964-8a8b-f079b2b566aa,,Microsoft,,OPEN
O-L-25d08466-e569-49b2-aa77-dedde8bf8f6e,,https://lda.gov/filings/public/filing/25d08466-e569-49b2-aa77-dedde8bf8f6e/print/,2026-09-14,"{""filing_uuid"":""25d08466-e569-49b2-aa77-dedde8bf8f6e"",""filing_type"":""Q4"",""filing_year"":2023,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-25d08466-e569-49b2-aa77-dedde8bf8f6e,,Google,,OPEN
O-L-26476fde-6d76-44ae-9be4-e34b8c16f801,,https://lda.gov/filings/public/filing/26476fde-6d76-44ae-9be4-e34b8c16f801/print/,2026-09-14,"{""filing_uuid"":""26476fde-6d76-44ae-9be4-e34b8c16f801"",""filing_type"":""4TY"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-26476fde-6d76-44ae-9be4-e34b8c16f801,,Google,,OPEN
O-L-2684c636-4376-42fa-9730-71a52d9552bd,,https://lda.gov/filings/public/filing/2684c636-4376-42fa-9730-71a52d9552bd/print/,2026-09-14,"{""filing_uuid"":""2684c636-4376-42fa-9730-71a52d9552bd"",""filing_type"":""Q3Y"",""filing_year"":2020,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-2684c636-4376-42fa-9730-71a52d9552bd,,Amazon,,OPEN
O-L-26ca0258-889c-4ae2-997a-7b0bd06eb25d,,https://lda.gov/filings/public/filing/26ca0258-889c-4ae2-997a-7b0bd06eb25d/print/,2026-09-14,"{""filing_uuid"":""26ca0258-889c-4ae2-997a-7b0bd06eb25d"",""filing_type"":""Q3Y"",""filing_year"":2023,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-26ca0258-889c-4ae2-997a-7b0bd06eb25d,,Microsoft,,OPEN
O-L-26d6e68e-a9c4-432e-be3a-7257cf29e2a8,,https://lda.gov/filings/public/filing/26d6e68e-a9c4-432e-be3a-7257cf29e2a8/print/,2026-09-14,"{""filing_uuid"":""26d6e68e-a9c4-432e-be3a-7257cf29e2a8"",""filing_type"":""Q2"",""filing_year"":2024,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown. Client expressly names an intermediary; excluded from direct external-fee totals to avoid counting subcontracts twice.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-26d6e68e-a9c4-432e-be3a-7257cf29e2a8,,Google,,OPEN
O-L-2913ed95-860e-4eb5-adb1-0b1cdbf27323,,https://lda.gov/filings/public/filing/2913ed95-860e-4eb5-adb1-0b1cdbf27323/print/,2026-09-14,"{""filing_uuid"":""2913ed95-860e-4eb5-adb1-0b1cdbf27323"",""filing_type"":""Q2"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-2913ed95-860e-4eb5-adb1-0b1cdbf27323,,Google,,OPEN
O-L-296aad2e-8b6e-4af4-8282-3624b61c2008,,https://lda.gov/filings/public/filing/296aad2e-8b6e-4af4-8282-3624b61c2008/print/,2026-09-14,"{""filing_uuid"":""296aad2e-8b6e-4af4-8282-3624b61c2008"",""filing_type"":""Q4Y"",""filing_year"":2019,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-296aad2e-8b6e-4af4-8282-3624b61c2008,,Microsoft,,OPEN
